run,host,dev,tx_bytes,rx_bytes
p1_q30_tp4_dual_decode_in128_out1024_c1,edgexpert-8277,rocep1s0f0,22168280684,22168001496
p1_q30_tp4_dual_decode_in128_out1024_c1,edgexpert-82e3,roceP2p1s0f0,1980319372,1980319188
p1_q30_tp4_dual_decode_in128_out1024_c1,edgexpert-82e3,rocep1s0f0,22181366436,22181195568
p1_q30_tp4_dual_decode_in128_out1024_c32,edgexpert-7afa,roceP2p1s0f0,51045249784,51045040096
p1_q30_tp4_dual_decode_in128_out1024_c32,edgexpert-7afa,rocep1s0f0,57974704524,57974447660
p1_q30_tp4_dual_decode_in128_out1024_c32,edgexpert-7d4c,roceP2p1s0f0,51002674512,51003190724
p1_q30_tp4_dual_decode_in128_out1024_c32,edgexpert-7d4c,rocep1s0f0,57937404624,57938166668
p1_q30_tp4_dual_decode_in128_out1024_c32,edgexpert-8277,roceP2p1s0f0,50964846540,50965659116
p1_q30_tp4_dual_decode_in128_out1024_c32,edgexpert-8277,rocep1s0f0,57878586228,57879371148
p1_q30_tp4_dual_decode_in128_out1024_c32,edgexpert-82e3,roceP2p1s0f0,50923600056,50922480956
p1_q30_tp4_dual_decode_in128_out1024_c32,edgexpert-82e3,rocep1s0f0,57842833284,57841543192
p1_q30_tp4_dual_decode_in128_out1024_c8,edgexpert-7afa,roceP2p1s0f0,26593098728,26592857920
p1_q30_tp4_dual_decode_in128_out1024_c8,edgexpert-7afa,rocep1s0f0,33541666720,33541275624
p1_q30_tp4_dual_decode_in128_out1024_c8,edgexpert-7d4c,roceP2p1s0f0,26586761564,26586106904
p1_q30_tp4_dual_decode_in128_out1024_c8,edgexpert-7d4c,rocep1s0f0,33534349820,33533952896
p1_q30_tp4_dual_decode_in128_out1024_c8,edgexpert-8277,roceP2p1s0f0,26605404936,26606423720
p1_q30_tp4_dual_decode_in128_out1024_c8,edgexpert-8277,rocep1s0f0,33534490564,33535651080
p1_q30_tp4_dual_decode_in128_out1024_c8,edgexpert-82e3,roceP2p1s0f0,26599431900,26599308580
p1_q30_tp4_dual_decode_in128_out1024_c8,edgexpert-82e3,rocep1s0f0,33527937260,33527564760
p1_q30_tp4_dual_prefill_in4096_out32_c1,edgexpert-7afa,roceP2p1s0f0,1011719648,1011748108
p1_q30_tp4_dual_prefill_in4096_out32_c1,edgexpert-7afa,rocep1s0f0,1625469272,1625498536
p1_q30_tp4_dual_prefill_in4096_out32_c1,edgexpert-7d4c,roceP2p1s0f0,1011749428,1011771128
p1_q30_tp4_dual_prefill_in4096_out32_c1,edgexpert-7d4c,rocep1s0f0,1626195708,1626203208
p1_q30_tp4_dual_prefill_in4096_out32_c1,edgexpert-8277,roceP2p1s0f0,1011087624,1011066292
p1_q30_tp4_dual_prefill_in4096_out32_c1,edgexpert-8277,rocep1s0f0,1623015160,1622995072
p1_q30_tp4_dual_prefill_in4096_out32_c1,edgexpert-82e3,roceP2p1s0f0,1011117772,1011088940
p1_q30_tp4_dual_prefill_in4096_out32_c1,edgexpert-82e3,rocep1s0f0,1623729012,1623712332
p1_q30_tp4_dual_prefill_in4096_out32_c8,edgexpert-7afa,roceP2p1s0f0,979950880,979943752
p1_q30_tp4_dual_prefill_in4096_out32_c8,edgexpert-7afa,rocep1s0f0,1198640672,1198636580
p1_q30_tp4_dual_prefill_in4096_out32_c8,edgexpert-7d4c,roceP2p1s0f0,979892316,979864848
p1_q30_tp4_dual_prefill_in4096_out32_c8,edgexpert-7d4c,rocep1s0f0,1198759916,1198737164
p1_q30_tp4_dual_prefill_in4096_out32_c8,edgexpert-8277,roceP2p1s0f0,979726396,979764032
p1_q30_tp4_dual_prefill_in4096_out32_c8,edgexpert-8277,rocep1s0f0,1197699612,1197736128
p1_q30_tp4_dual_prefill_in4096_out32_c8,edgexpert-82e3,roceP2p1s0f0,979678000,979674964
p1_q30_tp4_dual_prefill_in4096_out32_c8,edgexpert-82e3,rocep1s0f0,1197832620,1197822948
p1_q30_tp4_ep_dual_decode_in128_out1024_c1,edgexpert-7afa,roceP2p1s0f0,1971919304,1971923460
p1_q30_tp4_ep_dual_decode_in128_out1024_c1,edgexpert-7afa,rocep1s0f0,22148899024,22149049376
p1_q30_tp4_ep_dual_decode_in128_out1024_c1,edgexpert-7d4c,roceP2p1s0f0,1971913508,1971909852
p1_q30_tp4_ep_dual_decode_in128_out1024_c1,edgexpert-7d4c,rocep1s0f0,22137753216,22137965132
p1_q30_tp4_ep_dual_decode_in128_out1024_c1,edgexpert-8277,roceP2p1s0f0,1977617260,1977616020
p1_q30_tp4_ep_dual_decode_in128_out1024_c1,edgexpert-8277,rocep1s0f0,22092297196,22092208476
p1_q30_tp4_ep_dual_decode_in128_out1024_c1,edgexpert-82e3,roceP2p1s0f0,1977606572,1977607316
p1_q30_tp4_ep_dual_decode_in128_out1024_c1,edgexpert-82e3,rocep1s0f0,22081274584,22081001036
p1_q30_tp4_ep_dual_decode_in128_out1024_c32,edgexpert-7afa,roceP2p1s0f0,51089818396,51088917100
p1_q30_tp4_ep_dual_decode_in128_out1024_c32,edgexpert-7afa,rocep1s0f0,58003384060,58002589904
p1_q30_tp4_ep_dual_decode_in128_out1024_c32,edgexpert-7d4c,roceP2p1s0f0,51077899984,51078875368
p1_q30_tp4_ep_dual_decode_in128_out1024_c32,edgexpert-7d4c,rocep1s0f0,57989117472,57990144996
p1_q30_tp4_ep_dual_decode_in128_out1024_c32,edgexpert-8277,roceP2p1s0f0,51017259544,51017565392
p1_q30_tp4_ep_dual_decode_in128_out1024_c32,edgexpert-8277,rocep1s0f0,57910173944,57910351204
p1_q30_tp4_ep_dual_decode_in128_out1024_c32,edgexpert-82e3,roceP2p1s0f0,51006622360,51006242424
p1_q30_tp4_ep_dual_decode_in128_out1024_c32,edgexpert-82e3,rocep1s0f0,57897112136,57896701512
p1_q30_tp4_ep_dual_decode_in128_out1024_c8,edgexpert-7afa,roceP2p1s0f0,26553815024,26554465280
p1_q30_tp4_ep_dual_decode_in128_out1024_c8,edgexpert-7afa,rocep1s0f0,33476041376,33476749292
p1_q30_tp4_ep_dual_decode_in128_out1024_c8,edgexpert-7d4c,roceP2p1s0f0,26555015696,26554783320
p1_q30_tp4_ep_dual_decode_in128_out1024_c8,edgexpert-7d4c,rocep1s0f0,33472957016,33472854344
p1_q30_tp4_ep_dual_decode_in128_out1024_c8,edgexpert-8277,roceP2p1s0f0,26556958844,26556901308
p1_q30_tp4_ep_dual_decode_in128_out1024_c8,edgexpert-8277,rocep1s0f0,33455550520,33455474260
p1_q30_tp4_ep_dual_decode_in128_out1024_c8,edgexpert-82e3,roceP2p1s0f0,26557869604,26557509260
p1_q30_tp4_ep_dual_decode_in128_out1024_c8,edgexpert-82e3,rocep1s0f0,33452287232,33451758248
p1_q30_tp4_ep_dual_prefill_in4096_out32_c1,edgexpert-7afa,roceP2p1s0f0,1011481872,1011466004
p1_q30_tp4_ep_dual_prefill_in4096_out32_c1,edgexpert-7afa,rocep1s0f0,1623051252,1623029736
p1_q30_tp4_ep_dual_prefill_in4096_out32_c1,edgexpert-7d4c,roceP2p1s0f0,1011443812,1011544500
p1_q30_tp4_ep_dual_prefill_in4096_out32_c1,edgexpert-7d4c,rocep1s0f0,1622649364,1622766112
p1_q30_tp4_ep_dual_prefill_in4096_out32_c1,edgexpert-8277,roceP2p1s0f0,1011349804,1011314212
p1_q30_tp4_ep_dual_prefill_in4096_out32_c1,edgexpert-8277,rocep1s0f0,1621130328,1621097468
p1_q30_tp4_ep_dual_prefill_in4096_out32_c1,edgexpert-82e3,roceP2p1s0f0,1011376840,1011327612
p1_q30_tp4_ep_dual_prefill_in4096_out32_c1,edgexpert-82e3,rocep1s0f0,1620812328,1620749956
p1_q30_tp4_ep_dual_prefill_in4096_out32_c8,edgexpert-7afa,roceP2p1s0f0,971285852,971310896
p1_q30_tp4_ep_dual_prefill_in4096_out32_c8,edgexpert-7afa,rocep1s0f0,1187507756,1187536400
p1_q30_tp4_ep_dual_prefill_in4096_out32_c8,edgexpert-7d4c,roceP2p1s0f0,971214092,971200576
p1_q30_tp4_ep_dual_prefill_in4096_out32_c8,edgexpert-7d4c,rocep1s0f0,1187481660,1187473912
p1_q30_tp4_ep_dual_prefill_in4096_out32_c8,edgexpert-8277,roceP2p1s0f0,970927948,970927764
p1_q30_tp4_ep_dual_prefill_in4096_out32_c8,edgexpert-8277,rocep1s0f0,1186578068,1186567896
p1_q30_tp4_ep_dual_prefill_in4096_out32_c8,edgexpert-82e3,roceP2p1s0f0,970842488,970831144
p1_q30_tp4_ep_dual_prefill_in4096_out32_c8,edgexpert-82e3,rocep1s0f0,1186534052,1186523324
p1_q30_tp4_tcp_decode_in128_out1024_c1,edgexpert-7afa,roceP2p1s0f0,0,0
p1_q30_tp4_tcp_decode_in128_out1024_c1,edgexpert-7afa,rocep1s0f0,0,0
p1_q30_tp4_tcp_decode_in128_out1024_c1,edgexpert-7d4c,roceP2p1s0f0,0,0
p1_q30_tp4_tcp_decode_in128_out1024_c1,edgexpert-7d4c,rocep1s0f0,0,0
p1_q30_tp4_tcp_decode_in128_out1024_c1,edgexpert-8277,roceP2p1s0f0,0,0
p1_q30_tp4_tcp_decode_in128_out1024_c1,edgexpert-8277,rocep1s0f0,0,0
p1_q30_tp4_tcp_decode_in128_out1024_c1,edgexpert-82e3,roceP2p1s0f0,0,0
p1_q30_tp4_tcp_decode_in128_out1024_c1,edgexpert-82e3,rocep1s0f0,0,0
p1_q30_tp4_tcp_decode_in128_out1024_c32,edgexpert-7afa,roceP2p1s0f0,0,0
p1_q30_tp4_tcp_decode_in128_out1024_c32,edgexpert-7afa,rocep1s0f0,0,0
p1_q30_tp4_tcp_decode_in128_out1024_c32,edgexpert-7d4c,roceP2p1s0f0,0,0
p1_q30_tp4_tcp_decode_in128_out1024_c32,edgexpert-7d4c,rocep1s0f0,0,0
p1_q30_tp4_tcp_decode_in128_out1024_c32,edgexpert-8277,roceP2p1s0f0,0,0
p1_q30_tp4_tcp_decode_in128_out1024_c32,edgexpert-8277,rocep1s0f0,0,0
p1_q30_tp4_tcp_decode_in128_out1024_c32,edgexpert-82e3,roceP2p1s0f0,0,0
p1_q30_tp4_tcp_decode_in128_out1024_c32,edgexpert-82e3,rocep1s0f0,0,0
p1_q30_tp4_tcp_decode_in128_out1024_c8,edgexpert-7afa,roceP2p1s0f0,0,0
p1_q30_tp4_tcp_decode_in128_out1024_c8,edgexpert-7afa,rocep1s0f0,0,0
p1_q30_tp4_tcp_decode_in128_out1024_c8,edgexpert-7d4c,roceP2p1s0f0,0,0
p1_q30_tp4_tcp_decode_in128_out1024_c8,edgexpert-7d4c,rocep1s0f0,0,0
p1_q30_tp4_tcp_decode_in128_out1024_c8,edgexpert-8277,roceP2p1s0f0,0,0
p1_q30_tp4_tcp_decode_in128_out1024_c8,edgexpert-8277,rocep1s0f0,0,0
p1_q30_tp4_tcp_decode_in128_out1024_c8,edgexpert-82e3,roceP2p1s0f0,0,0
p1_q30_tp4_tcp_decode_in128_out1024_c8,edgexpert-82e3,rocep1s0f0,0,0
p1_q30_tp4_tcp_prefill_in4096_out32_c1,edgexpert-7afa,roceP2p1s0f0,0,0
p1_q30_tp4_tcp_prefill_in4096_out32_c1,edgexpert-7afa,rocep1s0f0,0,0
p1_q30_tp4_tcp_prefill_in4096_out32_c1,edgexpert-7d4c,roceP2p1s0f0,0,0
p1_q30_tp4_tcp_prefill_in4096_out32_c1,edgexpert-7d4c,rocep1s0f0,0,0
p1_q30_tp4_tcp_prefill_in4096_out32_c1,edgexpert-8277,roceP2p1s0f0,0,0
p1_q30_tp4_tcp_prefill_in4096_out32_c1,edgexpert-8277,rocep1s0f0,0,0
p1_q30_tp4_tcp_prefill_in4096_out32_c1,edgexpert-82e3,roceP2p1s0f0,0,0
p1_q30_tp4_tcp_prefill_in4096_out32_c1,edgexpert-82e3,rocep1s0f0,0,0
p1_q30_tp4_tcp_prefill_in4096_out32_c8,edgexpert-7afa,roceP2p1s0f0,0,0
p1_q30_tp4_tcp_prefill_in4096_out32_c8,edgexpert-7afa,rocep1s0f0,0,0
p1_q30_tp4_tcp_prefill_in4096_out32_c8,edgexpert-7d4c,roceP2p1s0f0,0,0
p1_q30_tp4_tcp_prefill_in4096_out32_c8,edgexpert-7d4c,rocep1s0f0,0,0
p1_q30_tp4_tcp_prefill_in4096_out32_c8,edgexpert-8277,roceP2p1s0f0,0,0
p1_q30_tp4_tcp_prefill_in4096_out32_c8,edgexpert-8277,rocep1s0f0,0,0
p1_q30_tp4_tcp_prefill_in4096_out32_c8,edgexpert-82e3,roceP2p1s0f0,0,0
p1_q30_tp4_tcp_prefill_in4096_out32_c8,edgexpert-82e3,rocep1s0f0,0,0
