run,collective,nodes,mode,rep,transport,size,time_us,algbw,busbw
nccl_sendrecv_perf_np2_dual_rep1,sendrecv,2,dual,1,IB,1048576,105.08,9.98,9.98
nccl_sendrecv_perf_np2_dual_rep1,sendrecv,2,dual,1,IB,2097152,155.76,13.46,13.46
nccl_sendrecv_perf_np2_dual_rep1,sendrecv,2,dual,1,IB,4194304,246.97,16.98,16.98
nccl_sendrecv_perf_np2_dual_rep1,sendrecv,2,dual,1,IB,8388608,431.85,19.43,19.43
nccl_sendrecv_perf_np2_dual_rep1,sendrecv,2,dual,1,IB,16777216,824.33,20.35,20.35
nccl_sendrecv_perf_np2_dual_rep1,sendrecv,2,dual,1,IB,33554432,1578.02,21.26,21.26
nccl_sendrecv_perf_np2_dual_rep1,sendrecv,2,dual,1,IB,67108864,3069.89,21.86,21.86
nccl_sendrecv_perf_np2_dual_rep1,sendrecv,2,dual,1,IB,134217728,6078.4,22.08,22.08
nccl_sendrecv_perf_np2_dual_rep1,sendrecv,2,dual,1,IB,268435456,12082.0,22.22,22.22
nccl_sendrecv_perf_np2_dual_rep1,sendrecv,2,dual,1,IB,536870912,24229.5,22.16,22.16
nccl_sendrecv_perf_np2_dual_rep1,sendrecv,2,dual,1,IB,1073741824,48211.9,22.27,22.27
nccl_sendrecv_perf_np2_dual_rep2,sendrecv,2,dual,2,IB,1024,30.01,0.03,0.03
nccl_sendrecv_perf_np2_dual_rep2,sendrecv,2,dual,2,IB,2048,28.08,0.07,0.07
nccl_sendrecv_perf_np2_dual_rep2,sendrecv,2,dual,2,IB,4096,31.97,0.13,0.13
nccl_sendrecv_perf_np2_dual_rep2,sendrecv,2,dual,2,IB,8192,28.81,0.28,0.28
nccl_sendrecv_perf_np2_dual_rep2,sendrecv,2,dual,2,IB,16384,29.4,0.56,0.56
nccl_sendrecv_perf_np2_dual_rep2,sendrecv,2,dual,2,IB,32768,32.06,1.02,1.02
nccl_sendrecv_perf_np2_dual_rep2,sendrecv,2,dual,2,IB,65536,43.19,1.52,1.52
nccl_sendrecv_perf_np2_dual_rep2,sendrecv,2,dual,2,IB,131072,48.63,2.7,2.7
nccl_sendrecv_perf_np2_dual_rep2,sendrecv,2,dual,2,IB,262144,54.91,4.77,4.77
nccl_sendrecv_perf_np2_dual_rep2,sendrecv,2,dual,2,IB,524288,73.1,7.17,7.17
nccl_sendrecv_perf_np2_dual_rep2,sendrecv,2,dual,2,IB,1048576,106.55,9.84,9.84
nccl_sendrecv_perf_np2_dual_rep2,sendrecv,2,dual,2,IB,2097152,155.84,13.46,13.46
nccl_sendrecv_perf_np2_dual_rep2,sendrecv,2,dual,2,IB,4194304,255.75,16.4,16.4
nccl_sendrecv_perf_np2_dual_rep2,sendrecv,2,dual,2,IB,8388608,451.74,18.57,18.57
nccl_sendrecv_perf_np2_dual_rep2,sendrecv,2,dual,2,IB,16777216,827.89,20.26,20.26
nccl_sendrecv_perf_np2_dual_rep2,sendrecv,2,dual,2,IB,33554432,1590.28,21.1,21.1
nccl_sendrecv_perf_np2_dual_rep2,sendrecv,2,dual,2,IB,67108864,3132.04,21.43,21.43
nccl_sendrecv_perf_np2_dual_rep2,sendrecv,2,dual,2,IB,134217728,6160.72,21.79,21.79
nccl_sendrecv_perf_np2_dual_rep2,sendrecv,2,dual,2,IB,268435456,12253.7,21.91,21.91
nccl_sendrecv_perf_np2_dual_rep2,sendrecv,2,dual,2,IB,536870912,24087.2,22.29,22.29
nccl_sendrecv_perf_np2_dual_rep2,sendrecv,2,dual,2,IB,1073741824,48646.5,22.07,22.07
nccl_sendrecv_perf_np2_dual_rep3,sendrecv,2,dual,3,IB,1024,27.6,0.04,0.04
nccl_sendrecv_perf_np2_dual_rep3,sendrecv,2,dual,3,IB,2048,28.84,0.07,0.07
nccl_sendrecv_perf_np2_dual_rep3,sendrecv,2,dual,3,IB,4096,28.63,0.14,0.14
nccl_sendrecv_perf_np2_dual_rep3,sendrecv,2,dual,3,IB,8192,33.31,0.25,0.25
nccl_sendrecv_perf_np2_dual_rep3,sendrecv,2,dual,3,IB,16384,28.98,0.57,0.57
nccl_sendrecv_perf_np2_dual_rep3,sendrecv,2,dual,3,IB,32768,35.31,0.93,0.93
nccl_sendrecv_perf_np2_dual_rep3,sendrecv,2,dual,3,IB,65536,38.49,1.7,1.7
nccl_sendrecv_perf_np2_dual_rep3,sendrecv,2,dual,3,IB,131072,48.09,2.73,2.73
nccl_sendrecv_perf_np2_dual_rep3,sendrecv,2,dual,3,IB,262144,51.92,5.05,5.05
nccl_sendrecv_perf_np2_dual_rep3,sendrecv,2,dual,3,IB,524288,69.5,7.54,7.54
nccl_sendrecv_perf_np2_dual_rep3,sendrecv,2,dual,3,IB,1048576,93.6,11.2,11.2
nccl_sendrecv_perf_np2_dual_rep3,sendrecv,2,dual,3,IB,2097152,153.1,13.7,13.7
nccl_sendrecv_perf_np2_dual_rep3,sendrecv,2,dual,3,IB,4194304,242.94,17.26,17.26
nccl_sendrecv_perf_np2_dual_rep3,sendrecv,2,dual,3,IB,8388608,441.39,19.0,19.0
nccl_sendrecv_perf_np2_dual_rep3,sendrecv,2,dual,3,IB,16777216,805.96,20.82,20.82
nccl_sendrecv_perf_np2_dual_rep3,sendrecv,2,dual,3,IB,33554432,1559.4,21.52,21.52
nccl_sendrecv_perf_np2_dual_rep3,sendrecv,2,dual,3,IB,67108864,3071.74,21.85,21.85
nccl_sendrecv_perf_np2_dual_rep3,sendrecv,2,dual,3,IB,134217728,6069.34,22.11,22.11
nccl_sendrecv_perf_np2_dual_rep3,sendrecv,2,dual,3,IB,268435456,12063.7,22.25,22.25
nccl_sendrecv_perf_np2_dual_rep3,sendrecv,2,dual,3,IB,536870912,24465.9,21.94,21.94
nccl_sendrecv_perf_np2_dual_rep3,sendrecv,2,dual,3,IB,1073741824,48117.5,22.31,22.31
nccl_sendrecv_perf_np2_single_rep1,sendrecv,2,single,1,IB,1024,26.88,0.04,0.04
nccl_sendrecv_perf_np2_single_rep1,sendrecv,2,single,1,IB,2048,33.06,0.06,0.06
nccl_sendrecv_perf_np2_single_rep1,sendrecv,2,single,1,IB,4096,31.46,0.13,0.13
nccl_sendrecv_perf_np2_single_rep1,sendrecv,2,single,1,IB,8192,28.78,0.28,0.28
nccl_sendrecv_perf_np2_single_rep1,sendrecv,2,single,1,IB,16384,33.16,0.49,0.49
nccl_sendrecv_perf_np2_single_rep1,sendrecv,2,single,1,IB,32768,35.8,0.92,0.92
nccl_sendrecv_perf_np2_single_rep1,sendrecv,2,single,1,IB,65536,36.0,1.82,1.82
nccl_sendrecv_perf_np2_single_rep1,sendrecv,2,single,1,IB,131072,48.14,2.72,2.72
nccl_sendrecv_perf_np2_single_rep1,sendrecv,2,single,1,IB,262144,65.93,3.98,3.98
nccl_sendrecv_perf_np2_single_rep1,sendrecv,2,single,1,IB,524288,90.55,5.79,5.79
nccl_sendrecv_perf_np2_single_rep1,sendrecv,2,single,1,IB,1048576,144.41,7.26,7.26
nccl_sendrecv_perf_np2_single_rep1,sendrecv,2,single,1,IB,2097152,228.89,9.16,9.16
nccl_sendrecv_perf_np2_single_rep1,sendrecv,2,single,1,IB,4194304,408.15,10.28,10.28
nccl_sendrecv_perf_np2_single_rep1,sendrecv,2,single,1,IB,8388608,747.1,11.23,11.23
nccl_sendrecv_perf_np2_single_rep1,sendrecv,2,single,1,IB,16777216,1447.12,11.59,11.59
nccl_sendrecv_perf_np2_single_rep1,sendrecv,2,single,1,IB,33554432,2823.89,11.88,11.88
nccl_sendrecv_perf_np2_single_rep1,sendrecv,2,single,1,IB,67108864,5560.83,12.07,12.07
nccl_sendrecv_perf_np2_single_rep1,sendrecv,2,single,1,IB,134217728,11063.6,12.13,12.13
nccl_sendrecv_perf_np2_single_rep1,sendrecv,2,single,1,IB,268435456,22109.6,12.14,12.14
nccl_sendrecv_perf_np2_single_rep1,sendrecv,2,single,1,IB,536870912,44207.8,12.14,12.14
nccl_sendrecv_perf_np2_single_rep1,sendrecv,2,single,1,IB,1073741824,88396.4,12.15,12.15
nccl_sendrecv_perf_np2_single_rep2,sendrecv,2,single,2,IB,1024,29.14,0.04,0.04
nccl_sendrecv_perf_np2_single_rep2,sendrecv,2,single,2,IB,2048,33.26,0.06,0.06
nccl_sendrecv_perf_np2_single_rep2,sendrecv,2,single,2,IB,4096,30.54,0.13,0.13
nccl_sendrecv_perf_np2_single_rep2,sendrecv,2,single,2,IB,8192,27.53,0.3,0.3
nccl_sendrecv_perf_np2_single_rep2,sendrecv,2,single,2,IB,16384,31.34,0.52,0.52
nccl_sendrecv_perf_np2_single_rep2,sendrecv,2,single,2,IB,32768,31.34,1.05,1.05
nccl_sendrecv_perf_np2_single_rep2,sendrecv,2,single,2,IB,65536,34.99,1.87,1.87
nccl_sendrecv_perf_np2_single_rep2,sendrecv,2,single,2,IB,131072,50.02,2.62,2.62
nccl_sendrecv_perf_np2_single_rep2,sendrecv,2,single,2,IB,262144,59.7,4.39,4.39
nccl_sendrecv_perf_np2_single_rep2,sendrecv,2,single,2,IB,524288,91.44,5.73,5.73
nccl_sendrecv_perf_np2_single_rep2,sendrecv,2,single,2,IB,1048576,132.41,7.92,7.92
nccl_sendrecv_perf_np2_single_rep2,sendrecv,2,single,2,IB,2097152,223.24,9.39,9.39
nccl_sendrecv_perf_np2_single_rep2,sendrecv,2,single,2,IB,4194304,396.36,10.58,10.58
nccl_sendrecv_perf_np2_single_rep2,sendrecv,2,single,2,IB,8388608,744.24,11.27,11.27
nccl_sendrecv_perf_np2_single_rep2,sendrecv,2,single,2,IB,16777216,1429.02,11.74,11.74
nccl_sendrecv_perf_np2_single_rep2,sendrecv,2,single,2,IB,33554432,2802.82,11.97,11.97
nccl_sendrecv_perf_np2_single_rep2,sendrecv,2,single,2,IB,67108864,5574.75,12.04,12.04
nccl_sendrecv_perf_np2_single_rep2,sendrecv,2,single,2,IB,134217728,11211.8,11.97,11.97
nccl_sendrecv_perf_np2_single_rep2,sendrecv,2,single,2,IB,268435456,22384.5,11.99,11.99
nccl_sendrecv_perf_np2_single_rep2,sendrecv,2,single,2,IB,536870912,44070.0,12.18,12.18
nccl_sendrecv_perf_np2_single_rep2,sendrecv,2,single,2,IB,1073741824,88536.7,12.13,12.13
nccl_sendrecv_perf_np2_single_rep3,sendrecv,2,single,3,IB,1024,27.18,0.04,0.04
nccl_sendrecv_perf_np2_single_rep3,sendrecv,2,single,3,IB,2048,33.34,0.06,0.06
nccl_sendrecv_perf_np2_single_rep3,sendrecv,2,single,3,IB,4096,27.62,0.15,0.15
nccl_sendrecv_perf_np2_single_rep3,sendrecv,2,single,3,IB,8192,29.65,0.28,0.28
nccl_sendrecv_perf_np2_single_rep3,sendrecv,2,single,3,IB,16384,33.38,0.49,0.49
nccl_sendrecv_perf_np2_single_rep3,sendrecv,2,single,3,IB,32768,31.5,1.04,1.04
nccl_sendrecv_perf_np2_single_rep3,sendrecv,2,single,3,IB,65536,45.55,1.44,1.44
nccl_sendrecv_perf_np2_single_rep3,sendrecv,2,single,3,IB,131072,51.35,2.55,2.55
nccl_sendrecv_perf_np2_single_rep3,sendrecv,2,single,3,IB,262144,64.04,4.09,4.09
nccl_sendrecv_perf_np2_single_rep3,sendrecv,2,single,3,IB,524288,87.95,5.96,5.96
nccl_sendrecv_perf_np2_single_rep3,sendrecv,2,single,3,IB,1048576,137.31,7.64,7.64
nccl_sendrecv_perf_np2_single_rep3,sendrecv,2,single,3,IB,2097152,228.01,9.2,9.2
nccl_sendrecv_perf_np2_single_rep3,sendrecv,2,single,3,IB,4194304,401.7,10.44,10.44
nccl_sendrecv_perf_np2_single_rep3,sendrecv,2,single,3,IB,8388608,755.86,11.1,11.1
nccl_sendrecv_perf_np2_single_rep3,sendrecv,2,single,3,IB,16777216,1475.02,11.37,11.37
nccl_sendrecv_perf_np2_single_rep3,sendrecv,2,single,3,IB,33554432,2844.54,11.8,11.8
nccl_sendrecv_perf_np2_single_rep3,sendrecv,2,single,3,IB,67108864,5591.64,12.0,12.0
nccl_sendrecv_perf_np2_single_rep3,sendrecv,2,single,3,IB,134217728,11111.8,12.08,12.08
nccl_sendrecv_perf_np2_single_rep3,sendrecv,2,single,3,IB,268435456,22028.6,12.19,12.19
nccl_sendrecv_perf_np2_single_rep3,sendrecv,2,single,3,IB,536870912,44605.1,12.04,12.04
nccl_sendrecv_perf_np2_single_rep3,sendrecv,2,single,3,IB,1073741824,88500.4,12.13,12.13
nccl_sendrecv_perf_np2_tcp_rep1,sendrecv,2,tcp,1,Socket,1024,295.72,0.0,0.0
nccl_sendrecv_perf_np2_tcp_rep1,sendrecv,2,tcp,1,Socket,2048,245.75,0.01,0.01
nccl_sendrecv_perf_np2_tcp_rep1,sendrecv,2,tcp,1,Socket,4096,369.23,0.01,0.01
nccl_sendrecv_perf_np2_tcp_rep1,sendrecv,2,tcp,1,Socket,8192,319.25,0.03,0.03
nccl_sendrecv_perf_np2_tcp_rep1,sendrecv,2,tcp,1,Socket,16384,237.0,0.07,0.07
nccl_sendrecv_perf_np2_tcp_rep1,sendrecv,2,tcp,1,Socket,32768,357.16,0.09,0.09
nccl_sendrecv_perf_np2_tcp_rep1,sendrecv,2,tcp,1,Socket,65536,296.8,0.22,0.22
nccl_sendrecv_perf_np2_tcp_rep1,sendrecv,2,tcp,1,Socket,131072,412.14,0.32,0.32
nccl_sendrecv_perf_np2_tcp_rep1,sendrecv,2,tcp,1,Socket,262144,483.66,0.54,0.54
nccl_sendrecv_perf_np2_tcp_rep1,sendrecv,2,tcp,1,Socket,524288,666.85,0.79,0.79
nccl_sendrecv_perf_np2_tcp_rep1,sendrecv,2,tcp,1,Socket,1048576,980.21,1.07,1.07
nccl_sendrecv_perf_np2_tcp_rep1,sendrecv,2,tcp,1,Socket,2097152,1366.42,1.53,1.53
nccl_sendrecv_perf_np2_tcp_rep1,sendrecv,2,tcp,1,Socket,4194304,2335.22,1.8,1.8
nccl_sendrecv_perf_np2_tcp_rep1,sendrecv,2,tcp,1,Socket,8388608,4427.1,1.89,1.89
nccl_sendrecv_perf_np2_tcp_rep1,sendrecv,2,tcp,1,Socket,16777216,8673.04,1.93,1.93
nccl_sendrecv_perf_np2_tcp_rep1,sendrecv,2,tcp,1,Socket,33554432,16924.6,1.98,1.98
nccl_sendrecv_perf_np2_tcp_rep1,sendrecv,2,tcp,1,Socket,67108864,33084.8,2.03,2.03
nccl_sendrecv_perf_np2_tcp_rep1,sendrecv,2,tcp,1,Socket,134217728,66698.8,2.01,2.01
nccl_sendrecv_perf_np2_tcp_rep1,sendrecv,2,tcp,1,Socket,268435456,131808.0,2.04,2.04
nccl_sendrecv_perf_np2_tcp_rep1,sendrecv,2,tcp,1,Socket,536870912,264330.0,2.03,2.03
nccl_sendrecv_perf_np2_tcp_rep1,sendrecv,2,tcp,1,Socket,1073741824,543659.0,1.98,1.98
nccl_sendrecv_perf_np2_tcp_rep2,sendrecv,2,tcp,2,Socket,1024,213.05,0.0,0.0
nccl_sendrecv_perf_np2_tcp_rep2,sendrecv,2,tcp,2,Socket,2048,188.85,0.01,0.01
nccl_sendrecv_perf_np2_tcp_rep2,sendrecv,2,tcp,2,Socket,4096,193.57,0.02,0.02
nccl_sendrecv_perf_np2_tcp_rep2,sendrecv,2,tcp,2,Socket,8192,252.88,0.03,0.03
nccl_sendrecv_perf_np2_tcp_rep2,sendrecv,2,tcp,2,Socket,16384,319.66,0.05,0.05
nccl_sendrecv_perf_np2_tcp_rep2,sendrecv,2,tcp,2,Socket,32768,308.36,0.11,0.11
nccl_sendrecv_perf_np2_tcp_rep2,sendrecv,2,tcp,2,Socket,65536,313.95,0.21,0.21
nccl_sendrecv_perf_np2_tcp_rep2,sendrecv,2,tcp,2,Socket,131072,366.67,0.36,0.36
nccl_sendrecv_perf_np2_tcp_rep2,sendrecv,2,tcp,2,Socket,262144,428.46,0.61,0.61
nccl_sendrecv_perf_np2_tcp_rep2,sendrecv,2,tcp,2,Socket,524288,518.64,1.01,1.01
nccl_sendrecv_perf_np2_tcp_rep2,sendrecv,2,tcp,2,Socket,1048576,880.79,1.19,1.19
nccl_sendrecv_perf_np2_tcp_rep2,sendrecv,2,tcp,2,Socket,2097152,1217.83,1.72,1.72
nccl_sendrecv_perf_np2_tcp_rep2,sendrecv,2,tcp,2,Socket,4194304,2226.54,1.88,1.88
nccl_sendrecv_perf_np2_tcp_rep2,sendrecv,2,tcp,2,Socket,8388608,4239.38,1.98,1.98
nccl_sendrecv_perf_np2_tcp_rep2,sendrecv,2,tcp,2,Socket,16777216,8537.81,1.97,1.97
nccl_sendrecv_perf_np2_tcp_rep2,sendrecv,2,tcp,2,Socket,33554432,16671.4,2.01,2.01
nccl_sendrecv_perf_np2_tcp_rep2,sendrecv,2,tcp,2,Socket,67108864,33107.3,2.03,2.03
nccl_sendrecv_perf_np2_tcp_rep2,sendrecv,2,tcp,2,Socket,134217728,65644.4,2.04,2.04
nccl_sendrecv_perf_np2_tcp_rep2,sendrecv,2,tcp,2,Socket,268435456,131129.0,2.05,2.05
nccl_sendrecv_perf_np2_tcp_rep2,sendrecv,2,tcp,2,Socket,536870912,258077.0,2.08,2.08
nccl_sendrecv_perf_np2_tcp_rep2,sendrecv,2,tcp,2,Socket,1073741824,502348.0,2.14,2.14
nccl_sendrecv_perf_np2_tcp_rep3,sendrecv,2,tcp,3,Socket,1024,254.95,0.0,0.0
nccl_sendrecv_perf_np2_tcp_rep3,sendrecv,2,tcp,3,Socket,2048,172.74,0.01,0.01
nccl_sendrecv_perf_np2_tcp_rep3,sendrecv,2,tcp,3,Socket,4096,304.38,0.01,0.01
nccl_sendrecv_perf_np2_tcp_rep3,sendrecv,2,tcp,3,Socket,8192,276.48,0.03,0.03
nccl_sendrecv_perf_np2_tcp_rep3,sendrecv,2,tcp,3,Socket,16384,266.5,0.06,0.06
nccl_sendrecv_perf_np2_tcp_rep3,sendrecv,2,tcp,3,Socket,32768,218.97,0.15,0.15
nccl_sendrecv_perf_np2_tcp_rep3,sendrecv,2,tcp,3,Socket,65536,282.08,0.23,0.23
nccl_sendrecv_perf_np2_tcp_rep3,sendrecv,2,tcp,3,Socket,131072,361.5,0.36,0.36
nccl_sendrecv_perf_np2_tcp_rep3,sendrecv,2,tcp,3,Socket,262144,496.49,0.53,0.53
nccl_sendrecv_perf_np2_tcp_rep3,sendrecv,2,tcp,3,Socket,524288,602.86,0.87,0.87
nccl_sendrecv_perf_np2_tcp_rep3,sendrecv,2,tcp,3,Socket,1048576,901.98,1.16,1.16
nccl_sendrecv_perf_np2_tcp_rep3,sendrecv,2,tcp,3,Socket,2097152,1304.49,1.61,1.61
nccl_sendrecv_perf_np2_tcp_rep3,sendrecv,2,tcp,3,Socket,4194304,2329.64,1.8,1.8
nccl_sendrecv_perf_np2_tcp_rep3,sendrecv,2,tcp,3,Socket,8388608,4453.64,1.88,1.88
nccl_sendrecv_perf_np2_tcp_rep3,sendrecv,2,tcp,3,Socket,16777216,8764.62,1.91,1.91
nccl_sendrecv_perf_np2_tcp_rep3,sendrecv,2,tcp,3,Socket,33554432,16770.1,2.0,2.0
nccl_sendrecv_perf_np2_tcp_rep3,sendrecv,2,tcp,3,Socket,67108864,33837.5,1.98,1.98
nccl_sendrecv_perf_np2_tcp_rep3,sendrecv,2,tcp,3,Socket,134217728,69064.2,1.94,1.94
nccl_sendrecv_perf_np2_tcp_rep3,sendrecv,2,tcp,3,Socket,268435456,138940.0,1.93,1.93
nccl_sendrecv_perf_np2_tcp_rep3,sendrecv,2,tcp,3,Socket,536870912,270803.0,1.98,1.98
nccl_sendrecv_perf_np2_tcp_rep3,sendrecv,2,tcp,3,Socket,1073741824,535676.0,2.0,2.0
nccl_sendrecv_perf_np4_dual_rep1,sendrecv,4,dual,1,IB,1024,22.96,0.04,0.04
nccl_sendrecv_perf_np4_dual_rep1,sendrecv,4,dual,1,IB,2048,29.47,0.07,0.07
nccl_sendrecv_perf_np4_dual_rep1,sendrecv,4,dual,1,IB,4096,20.03,0.2,0.2
nccl_sendrecv_perf_np4_dual_rep1,sendrecv,4,dual,1,IB,8192,21.43,0.38,0.38
nccl_sendrecv_perf_np4_dual_rep1,sendrecv,4,dual,1,IB,16384,23.75,0.69,0.69
nccl_sendrecv_perf_np4_dual_rep1,sendrecv,4,dual,1,IB,32768,26.78,1.22,1.22
nccl_sendrecv_perf_np4_dual_rep1,sendrecv,4,dual,1,IB,65536,31.74,2.06,2.06
nccl_sendrecv_perf_np4_dual_rep1,sendrecv,4,dual,1,IB,131072,52.97,2.47,2.47
nccl_sendrecv_perf_np4_dual_rep1,sendrecv,4,dual,1,IB,262144,50.59,5.18,5.18
nccl_sendrecv_perf_np4_dual_rep1,sendrecv,4,dual,1,IB,524288,69.25,7.57,7.57
nccl_sendrecv_perf_np4_dual_rep1,sendrecv,4,dual,1,IB,1048576,93.71,11.19,11.19
nccl_sendrecv_perf_np4_dual_rep1,sendrecv,4,dual,1,IB,2097152,154.5,13.57,13.57
nccl_sendrecv_perf_np4_dual_rep1,sendrecv,4,dual,1,IB,4194304,246.27,17.03,17.03
nccl_sendrecv_perf_np4_dual_rep1,sendrecv,4,dual,1,IB,8388608,441.79,18.99,18.99
nccl_sendrecv_perf_np4_dual_rep1,sendrecv,4,dual,1,IB,16777216,811.46,20.68,20.68
nccl_sendrecv_perf_np4_dual_rep1,sendrecv,4,dual,1,IB,33554432,1578.53,21.26,21.26
nccl_sendrecv_perf_np4_dual_rep1,sendrecv,4,dual,1,IB,67108864,3068.33,21.87,21.87
nccl_sendrecv_perf_np4_dual_rep1,sendrecv,4,dual,1,IB,134217728,6066.64,22.12,22.12
nccl_sendrecv_perf_np4_dual_rep1,sendrecv,4,dual,1,IB,268435456,12159.8,22.08,22.08
nccl_sendrecv_perf_np4_dual_rep1,sendrecv,4,dual,1,IB,536870912,24405.4,22.0,22.0
nccl_sendrecv_perf_np4_dual_rep1,sendrecv,4,dual,1,IB,1073741824,48093.6,22.33,22.33
nccl_sendrecv_perf_np4_dual_rep2,sendrecv,4,dual,2,IB,1024,24.51,0.04,0.04
nccl_sendrecv_perf_np4_dual_rep2,sendrecv,4,dual,2,IB,2048,30.66,0.07,0.07
nccl_sendrecv_perf_np4_dual_rep2,sendrecv,4,dual,2,IB,4096,21.29,0.19,0.19
nccl_sendrecv_perf_np4_dual_rep2,sendrecv,4,dual,2,IB,8192,22.31,0.37,0.37
nccl_sendrecv_perf_np4_dual_rep2,sendrecv,4,dual,2,IB,16384,25.16,0.65,0.65
nccl_sendrecv_perf_np4_dual_rep2,sendrecv,4,dual,2,IB,32768,27.45,1.19,1.19
nccl_sendrecv_perf_np4_dual_rep2,sendrecv,4,dual,2,IB,65536,33.31,1.97,1.97
nccl_sendrecv_perf_np4_dual_rep2,sendrecv,4,dual,2,IB,131072,43.8,2.99,2.99
nccl_sendrecv_perf_np4_dual_rep2,sendrecv,4,dual,2,IB,262144,54.42,4.82,4.82
nccl_sendrecv_perf_np4_dual_rep2,sendrecv,4,dual,2,IB,524288,68.98,7.6,7.6
nccl_sendrecv_perf_np4_dual_rep2,sendrecv,4,dual,2,IB,1048576,96.14,10.91,10.91
nccl_sendrecv_perf_np4_dual_rep2,sendrecv,4,dual,2,IB,2097152,156.85,13.37,13.37
nccl_sendrecv_perf_np4_dual_rep2,sendrecv,4,dual,2,IB,4194304,242.64,17.29,17.29
nccl_sendrecv_perf_np4_dual_rep2,sendrecv,4,dual,2,IB,8388608,438.54,19.13,19.13
nccl_sendrecv_perf_np4_dual_rep2,sendrecv,4,dual,2,IB,16777216,828.11,20.26,20.26
nccl_sendrecv_perf_np4_dual_rep2,sendrecv,4,dual,2,IB,33554432,1562.84,21.47,21.47
nccl_sendrecv_perf_np4_dual_rep2,sendrecv,4,dual,2,IB,67108864,3090.65,21.71,21.71
nccl_sendrecv_perf_np4_dual_rep2,sendrecv,4,dual,2,IB,134217728,6137.4,21.87,21.87
nccl_sendrecv_perf_np4_dual_rep2,sendrecv,4,dual,2,IB,268435456,12107.4,22.17,22.17
nccl_sendrecv_perf_np4_dual_rep2,sendrecv,4,dual,2,IB,536870912,24024.8,22.35,22.35
nccl_sendrecv_perf_np4_dual_rep2,sendrecv,4,dual,2,IB,1073741824,48438.2,22.17,22.17
nccl_sendrecv_perf_np4_dual_rep3,sendrecv,4,dual,3,IB,1024,22.87,0.04,0.04
nccl_sendrecv_perf_np4_dual_rep3,sendrecv,4,dual,3,IB,2048,30.63,0.07,0.07
nccl_sendrecv_perf_np4_dual_rep3,sendrecv,4,dual,3,IB,4096,23.72,0.17,0.17
nccl_sendrecv_perf_np4_dual_rep3,sendrecv,4,dual,3,IB,8192,24.87,0.33,0.33
nccl_sendrecv_perf_np4_dual_rep3,sendrecv,4,dual,3,IB,16384,34.53,0.47,0.47
nccl_sendrecv_perf_np4_dual_rep3,sendrecv,4,dual,3,IB,32768,30.72,1.07,1.07
nccl_sendrecv_perf_np4_dual_rep3,sendrecv,4,dual,3,IB,65536,32.22,2.03,2.03
nccl_sendrecv_perf_np4_dual_rep3,sendrecv,4,dual,3,IB,131072,54.38,2.41,2.41
nccl_sendrecv_perf_np4_dual_rep3,sendrecv,4,dual,3,IB,262144,42.77,6.13,6.13
nccl_sendrecv_perf_np4_dual_rep3,sendrecv,4,dual,3,IB,524288,65.73,7.98,7.98
nccl_sendrecv_perf_np4_dual_rep3,sendrecv,4,dual,3,IB,1048576,92.31,11.36,11.36
nccl_sendrecv_perf_np4_dual_rep3,sendrecv,4,dual,3,IB,2097152,150.72,13.91,13.91
nccl_sendrecv_perf_np4_dual_rep3,sendrecv,4,dual,3,IB,4194304,243.6,17.22,17.22
nccl_sendrecv_perf_np4_dual_rep3,sendrecv,4,dual,3,IB,8388608,440.43,19.05,19.05
nccl_sendrecv_perf_np4_dual_rep3,sendrecv,4,dual,3,IB,16777216,820.07,20.46,20.46
nccl_sendrecv_perf_np4_dual_rep3,sendrecv,4,dual,3,IB,33554432,1565.88,21.43,21.43
nccl_sendrecv_perf_np4_dual_rep3,sendrecv,4,dual,3,IB,67108864,3062.09,21.92,21.92
nccl_sendrecv_perf_np4_dual_rep3,sendrecv,4,dual,3,IB,134217728,6051.06,22.18,22.18
nccl_sendrecv_perf_np4_dual_rep3,sendrecv,4,dual,3,IB,268435456,12094.4,22.19,22.19
nccl_sendrecv_perf_np4_dual_rep3,sendrecv,4,dual,3,IB,536870912,24420.5,21.98,21.98
nccl_sendrecv_perf_np4_dual_rep3,sendrecv,4,dual,3,IB,1073741824,48209.8,22.27,22.27
nccl_sendrecv_perf_np4_single_rep1,sendrecv,4,single,1,IB,1024,20.64,0.05,0.05
nccl_sendrecv_perf_np4_single_rep1,sendrecv,4,single,1,IB,2048,18.98,0.11,0.11
nccl_sendrecv_perf_np4_single_rep1,sendrecv,4,single,1,IB,4096,24.29,0.17,0.17
nccl_sendrecv_perf_np4_single_rep1,sendrecv,4,single,1,IB,8192,26.18,0.31,0.31
nccl_sendrecv_perf_np4_single_rep1,sendrecv,4,single,1,IB,16384,29.55,0.55,0.55
nccl_sendrecv_perf_np4_single_rep1,sendrecv,4,single,1,IB,32768,29.29,1.12,1.12
nccl_sendrecv_perf_np4_single_rep1,sendrecv,4,single,1,IB,65536,32.94,1.99,1.99
nccl_sendrecv_perf_np4_single_rep1,sendrecv,4,single,1,IB,131072,42.68,3.07,3.07
nccl_sendrecv_perf_np4_single_rep1,sendrecv,4,single,1,IB,262144,60.64,4.32,4.32
nccl_sendrecv_perf_np4_single_rep1,sendrecv,4,single,1,IB,524288,98.64,5.31,5.31
nccl_sendrecv_perf_np4_single_rep1,sendrecv,4,single,1,IB,1048576,128.0,8.19,8.19
